,Baja_cliente,Género,Jubilado,Pareja,Hijos,Meses_de_Contrato,Servicio_Telefónico,Multi_Lineas,Servicio_Internet,Seguridad_Online,Servicio_de_Backup,Proteccion_de_Dispositivo,Soporte_Tecnico_Full,Stream_TV,Stream_Movies,Contrato,Factura_Online,Forma_de_Pago,Tarifa_Mensual_Cliente,Total_Tarifas_Cliente,Tarifa_por_Dia
2870,0,Masculino,0,0,0,8,1,0,No,0,0,0,0,0,0,Mensual,1,Débito automático,19.7,168.9,0.6566666666666666
2871,0,Masculino,1,1,1,65,1,1,Fiber optic,1,1,0,0,0,0,Mensual,1,Factura electrónica,85.75,5688.45,2.8583333333333334
2872,0,Masculino,0,0,0,36,1,0,No,0,0,0,0,0,0,Anual,1,Tarjeta de crédito (automático),20.35,695.85,0.6783333333333333
2873,1,Femenino,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Mensual,1,Factura electrónica,50.25,2203.65,1.675
2874,0,Masculino,0,0,0,26,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,19.4,525.55,0.6466666666666666
2875,0,Masculino,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Mensual,0,Factura electrónica,75.6,661.55,2.52
2876,1,Femenino,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,91.3,91.3,3.0433333333333334
2877,1,Masculino,1,1,0,37,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,92.5,3473.4,3.0833333333333335
2878,1,Femenino,0,0,0,6,1,1,Fiber optic,0,1,1,1,1,1,Mensual,1,Tarjeta de crédito (automático),109.9,669.45,3.6633333333333336
2879,,Masculino,0,0,0,7,1,0,DSL,0,0,0,0,0,0,Mensual,1,Débito automático,44.65,322.5,1.4883333333333333
2880,0,Femenino,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Mensual,0,Factura electrónica,60.85,111.4,2.0283333333333333
2881,0,Masculino,1,1,1,71,1,0,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),19.8,1388.45,0.66
2882,1,Masculino,1,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,69.7,560.85,2.3233333333333333
2883,0,Femenino,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Mensual,1,Factura electrónica,49.75,3069.45,1.6583333333333334
2884,0,Masculino,0,1,1,38,1,1,DSL,0,1,1,0,1,1,Anual,0,Tarjeta de crédito (automático),78.95,2862.55,2.631666666666667
2885,0,Femenino,0,1,1,58,1,0,Fiber optic,0,1,1,0,1,0,Mensual,1,Factura electrónica,91.55,5511.65,3.0516666666666667
2886,0,Masculino,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Mensual,0,Débito automático,81.75,2028.8,2.725
2887,0,Masculino,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Mensual,1,Tarjeta de crédito (automático),61.55,1093.2,2.0516666666666667
2888,0,Femenino,0,1,0,31,1,0,DSL,1,0,0,1,0,1,Anual,1,Factura electrónica,64.0,1910.75,2.1333333333333333
2889,0,Masculino,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Bianual,1,Débito automático,86.7,5309.5,2.89
2890,0,Femenino,1,0,0,56,1,1,Fiber optic,1,1,0,0,0,1,Mensual,1,Factura electrónica,96.85,5219.65,3.228333333333333
2891,1,Femenino,0,0,0,25,1,0,Fiber optic,0,1,1,0,1,1,Mensual,1,Factura electrónica,99.5,2369.05,3.316666666666667
2892,0,Femenino,0,0,0,56,1,1,Fiber optic,1,1,0,0,1,1,Mensual,1,Tarjeta de crédito (automático),106.6,5893.95,3.5533333333333332
2893,0,Masculino,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Mensual,0,Factura por correo,50.35,1411.35,1.6783333333333335
2894,0,Masculino,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Bianual,1,Factura por correo,61.35,3766.2,2.045
2895,0,Femenino,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Mensual,1,Factura electrónica,44.95,926.25,1.4983333333333335
2896,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.8,20.8,0.6933333333333334
2897,1,Masculino,0,0,0,19,1,0,Fiber optic,0,1,1,0,0,0,Mensual,1,Factura electrónica,78.25,1490.95,2.6083333333333334
2898,1,Femenino,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Mensual,1,Factura electrónica,74.65,521.1,2.4883333333333337
2899,0,Femenino,0,0,0,25,1,1,Fiber optic,0,1,1,1,1,1,Bianual,0,Factura electrónica,108.9,2809.05,3.6300000000000003
2900,0,Masculino,0,0,1,22,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito (automático),20.15,432.5,0.6716666666666666
2901,0,Femenino,0,1,1,61,1,1,No,0,0,0,0,0,0,Bianual,1,Factura por correo,24.1,1551.6,0.8033333333333333
2902,0,Masculino,0,1,1,6,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito (automático),19.85,138.85,0.6616666666666667
2903,1,Masculino,1,1,0,29,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,98.5,3004.15,3.283333333333333
2904,0,Femenino,1,1,0,31,0,0,DSL,1,1,1,0,0,1,Anual,1,Tarjeta de crédito (automático),50.4,1580.1,1.68
2905,0,Femenino,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Bianual,1,Débito automático,94.25,6849.75,3.1416666666666666
2906,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Mensual,1,Factura por correo,50.25,152.3,1.675
2907,0,Masculino,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura por correo,70.3,220.4,2.3433333333333333
2908,1,Femenino,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Mensual,1,Factura electrónica,30.9,59.05,1.03
2909,0,Femenino,0,1,1,41,0,0,DSL,1,0,1,0,0,0,Anual,0,Tarjeta de crédito (automático),35.4,1412.4,1.18
2910,1,Masculino,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Mensual,1,Factura electrónica,96.5,3436.1,3.216666666666667
2911,0,Masculino,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Bianual,0,Factura por correo,49.8,2398.4,1.66
2912,0,Masculino,0,1,0,71,1,0,Fiber optic,0,1,1,1,1,1,Bianual,1,Factura electrónica,105.25,7291.75,3.5083333333333333
2913,,Femenino,0,0,0,12,1,0,No,0,0,0,0,0,0,Mensual,0,Débito automático,19.45,227.45,0.6483333333333333
2914,0,Femenino,0,1,0,64,1,0,Fiber optic,1,0,1,0,1,1,Bianual,1,Débito automático,99.0,6375.8,3.3
2915,0,Femenino,0,1,1,18,1,0,No,0,0,0,0,0,0,Mensual,1,Factura por correo,20.25,401.95,0.675
2916,0,Femenino,0,1,1,72,1,1,Fiber optic,1,0,1,1,1,1,Bianual,0,Factura por correo,107.45,7576.7,3.5816666666666666
2917,0,Masculino,0,1,1,58,1,1,Fiber optic,0,0,0,0,1,0,Bianual,0,Débito automático,82.5,4828.05,2.75
2918,0,Femenino,0,0,0,7,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Débito automático,78.55,522.95,2.618333333333333
2919,,Femenino,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,Anual,1,Débito automático,105.7,6816.95,3.5233333333333334
2920,0,Masculino,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Mensual,0,Factura electrónica,96.2,639.7,3.2066666666666666
2921,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Factura por correo,45.45,141.7,1.5150000000000001
2922,0,Masculino,0,0,0,52,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Factura electrónica,103.05,5364.8,3.435
2923,0,Masculino,0,1,1,11,1,0,No,0,0,0,0,0,0,Mensual,0,Débito automático,20.95,267.35,0.6983333333333334
2924,0,Femenino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Factura electrónica,49.5,49.5,1.65
2925,0,Femenino,0,0,0,33,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Débito automático,70.4,2406.1,2.3466666666666667
2926,0,Femenino,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,0,Mensual,0,Débito automático,94.6,5025.8,3.1533333333333333
2927,0,Femenino,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Mensual,0,Tarjeta de crédito (automático),51.05,1815,1.7016666666666667
2928,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensual,1,Factura por correo,54.75,54.75,1.825
2929,0,Femenino,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,Anual,1,Factura electrónica,93.5,4619.55,3.1166666666666667
2930,0,Femenino,0,1,1,0,1,1,DSL,0,1,1,1,1,0,Bianual,0,Factura por correo,73.35,,2.445
2931,1,Femenino,0,1,1,31,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Factura electrónica,104.2,3243.45,3.4733333333333336
2932,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bianual,1,Débito automático,87.55,6463.15,2.9183333333333334
2933,1,Femenino,0,0,0,11,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,100.75,1129.75,3.3583333333333334
2934,0,Masculino,0,0,0,16,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.0,275.7,0.6666666666666666
2935,0,Masculino,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Bianual,0,Factura electrónica,74.85,2181.75,2.4949999999999997
2936,0,Masculino,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Bianual,1,Débito automático,65.55,4807.45,2.185
2937,0,Femenino,0,1,0,13,1,1,DSL,1,1,0,1,1,0,Mensual,1,Factura electrónica,76.2,981.45,2.54
2938,1,Femenino,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Mensual,0,Factura electrónica,71.15,563.65,2.371666666666667
2939,1,Femenino,0,0,0,19,0,0,DSL,0,0,0,0,1,1,Anual,1,Tarjeta de crédito (automático),44.85,893.55,1.495
2940,0,Femenino,1,1,0,38,1,1,Fiber optic,1,1,0,0,0,1,Anual,0,Tarjeta de crédito (automático),95.0,3591.25,3.1666666666666665
2941,1,Masculino,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.25,178.5,0.675
2942,0,Femenino,0,1,1,34,1,0,DSL,1,1,1,0,0,0,Anual,1,Factura por correo,60.8,2042.05,2.0266666666666664
2943,0,Masculino,0,1,1,71,1,0,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),19.7,1301.1,0.6566666666666666
2944,1,Femenino,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Factura electrónica,80.4,224.05,2.68
2945,,Femenino,0,1,1,47,1,0,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),20.25,873.4,0.675
2946,1,Masculino,0,1,0,55,1,1,Fiber optic,0,0,1,1,1,1,Anual,1,Factura electrónica,104.15,5743.05,3.4716666666666667
2947,0,Femenino,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,74.95,212.4,2.4983333333333335
2948,0,Masculino,0,0,1,48,1,1,DSL,1,0,1,0,1,1,Anual,1,Tarjeta de crédito (automático),78.75,3682.45,2.625
2949,0,Masculino,0,1,0,20,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,20.65,417.5,0.6883333333333332
2950,1,Femenino,1,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,94.25,1973.75,3.1416666666666666
2951,0,Masculino,0,0,1,34,1,1,Fiber optic,1,1,0,0,1,1,Anual,1,Factura electrónica,103.8,3470.8,3.46
2952,0,Masculino,1,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Mensual,1,Factura electrónica,84.65,5683.6,2.8216666666666668
2953,,Masculino,0,0,0,62,1,0,No,0,0,0,0,0,0,Bianual,1,Tarjeta de crédito (automático),20.05,1201.65,0.6683333333333333
2954,0,Femenino,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Bianual,0,Factura por correo,65.65,4322.85,2.1883333333333335
2955,1,Masculino,1,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,74.4,74.4,2.48
2956,0,Masculino,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Factura por correo,53.6,1315.35,1.7866666666666666
2957,1,Masculino,0,1,1,39,1,0,DSL,1,0,1,1,1,1,Anual,0,Tarjeta de crédito (automático),80.0,3182.95,2.6666666666666665
2958,0,Masculino,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Mensual,1,Factura electrónica,51.6,1442,1.72
2959,1,Femenino,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Factura por correo,69.55,69.55,2.3183333333333334
2960,0,Femenino,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Bianual,1,Factura electrónica,59.55,4103.9,1.9849999999999999
2961,1,Masculino,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,89.5,863.1,2.9833333333333334
2962,0,Femenino,0,1,1,56,1,1,DSL,1,1,0,0,0,1,Anual,0,Débito automático,68.75,3815.4,2.2916666666666665
2963,0,Masculino,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Bianual,0,Factura por correo,75.55,2054.4,2.518333333333333
2964,0,Femenino,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,89.15,574.35,2.9716666666666667
2965,0,Masculino,0,0,0,69,0,0,DSL,0,1,1,0,0,0,Anual,1,Débito automático,35.75,2492.25,1.1916666666666667
2966,0,Masculino,0,1,1,4,1,1,No,0,0,0,0,0,0,Anual,0,Tarjeta de crédito (automático),24.1,73.1,0.8033333333333333
2967,1,Femenino,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),74.25,639.65,2.475
2968,0,Femenino,1,0,0,35,1,1,Fiber optic,1,1,1,1,1,1,Anual,1,Débito automático,110.8,3836.3,3.6933333333333334
2969,0,Masculino,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,Bianual,1,Factura electrónica,106.8,7623.2,3.56
2970,0,Femenino,0,1,1,58,1,1,No,0,0,0,0,0,0,Anual,1,Tarjeta de crédito (automático),24.5,1497.9,0.8166666666666667
2971,0,Masculino,0,1,0,9,1,1,Fiber optic,1,0,0,0,0,1,Mensual,1,Factura electrónica,88.05,801.3,2.935
2972,0,Femenino,0,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual,1,Factura por correo,75.85,854.45,2.5283333333333333
2973,,Femenino,0,0,0,3,1,0,No,0,0,0,0,0,0,Mensual,0,Factura electrónica,19.55,61.05,0.6516666666666667
2974,1,Masculino,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Tarjeta de crédito (automático),94.65,2104.55,3.1550000000000002
2975,0,Femenino,1,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Mensual,0,Factura electrónica,99.7,4747.2,3.3233333333333333
2976,0,Femenino,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,Bianual,1,Factura electrónica,104.0,7039.05,3.466666666666667
2977,0,Femenino,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Mensual,0,Débito automático,50.55,244.75,1.6849999999999998
2978,0,Femenino,0,0,0,4,1,1,Fiber optic,0,0,0,1,1,1,Mensual,1,Factura por correo,100.85,399.25,3.3616666666666664
2979,0,Masculino,0,1,0,52,0,0,DSL,1,0,0,0,0,1,Mensual,1,Factura electrónica,39.9,2020.9,1.3299999999999998
2980,0,Masculino,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Mensual,0,Factura por correo,60.9,1785.65,2.03
2981,0,Femenino,1,1,1,55,1,1,DSL,1,0,1,1,1,0,Anual,0,Factura electrónica,76.25,4154.55,2.5416666666666665
2982,0,Masculino,0,0,0,2,1,1,Fiber optic,1,0,0,0,0,1,Mensual,0,Factura por correo,90.75,174.75,3.025
2983,0,Femenino,0,0,0,50,1,0,Fiber optic,0,0,1,1,0,1,Bianual,1,Débito automático,89.7,4304.5,2.99
2984,0,Masculino,0,0,0,51,1,1,Fiber optic,0,1,0,0,0,0,Mensual,0,Débito automático,81.0,4085.75,2.7
2985,0,Femenino,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Bianual,0,Débito automático,64.45,4528,2.1483333333333334
2986,0,Masculino,0,0,0,51,0,0,DSL,1,0,0,1,0,1,Mensual,1,Tarjeta de crédito (automático),44.45,2181.55,1.4816666666666667
2987,1,Masculino,0,1,1,31,0,0,DSL,1,0,0,1,0,0,Mensual,0,Débito automático,35.4,1077.5,1.18
2988,1,Femenino,1,0,0,3,1,0,Fiber optic,0,0,1,0,1,0,Mensual,1,Factura electrónica,86.85,220.95,2.895
2989,,Masculino,0,1,0,22,1,0,Fiber optic,0,0,1,0,1,0,Mensual,1,Débito automático,87.0,1850.65,2.9
2990,1,Femenino,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito (automático),19.85,108.05,0.6616666666666667
2991,1,Masculino,0,0,0,52,1,0,Fiber optic,0,1,0,0,0,1,Mensual,1,Factura electrónica,85.35,4338.6,2.8449999999999998
2992,1,Masculino,0,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Factura electrónica,81.3,416.3,2.71
2993,1,Femenino,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,92.1,729.95,3.07
2994,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Factura por correo,44.6,44.6,1.4866666666666668
2995,1,Masculino,1,1,0,13,1,0,Fiber optic,0,1,0,1,0,1,Mensual,1,Débito automático,89.05,1169.35,2.9683333333333333
2996,0,Femenino,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Bianual,0,Débito automático,97.45,6253,3.2483333333333335
2997,1,Femenino,1,0,0,8,1,0,No,0,0,0,0,0,0,Mensual,0,Factura electrónica,19.65,164.3,0.6549999999999999
2998,0,Masculino,0,0,0,51,1,0,No,0,0,0,0,0,0,Anual,0,Factura electrónica,19.1,1007.8,0.6366666666666667
2999,0,Masculino,0,0,0,35,1,1,No,0,0,0,0,0,0,Mensual,1,Factura electrónica,25.6,901.25,0.8533333333333334
3000,0,Femenino,0,1,0,46,1,1,No,0,0,0,0,0,0,Anual,1,Débito automático,24.45,1066.15,0.815
3001,1,Femenino,0,1,1,41,1,0,DSL,0,1,0,1,0,1,Anual,1,Débito automático,66.5,2728.6,2.216666666666667
3002,0,Masculino,0,1,0,54,1,1,Fiber optic,1,1,1,0,1,1,Mensual,0,Factura electrónica,109.55,6118.95,3.6516666666666664
3003,0,Masculino,1,0,0,67,1,1,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),25.1,1672.15,0.8366666666666667
3004,0,Masculino,0,0,0,12,0,0,DSL,0,1,0,1,0,0,Mensual,0,Factura por correo,34.0,442.45,1.1333333333333333
3005,0,Masculino,0,1,0,70,1,1,Fiber optic,1,1,0,1,0,0,Bianual,1,Tarjeta de crédito (automático),88.0,5986.45,2.933333333333333
3006,0,Femenino,0,1,1,10,1,0,No,0,0,0,0,0,0,Mensual,1,Débito automático,19.8,196.75,0.66
3007,0,Femenino,0,0,0,21,1,0,Fiber optic,0,1,1,0,0,1,Mensual,1,Factura electrónica,90.05,1862.9,3.0016666666666665
3008,1,Masculino,0,0,0,31,1,0,Fiber optic,0,1,0,1,0,0,Mensual,1,Factura electrónica,78.45,2435.15,2.615
3009,1,Femenino,1,1,1,3,1,0,Fiber optic,1,0,0,1,1,0,Mensual,1,Factura por correo,88.3,273.75,2.9433333333333334
3010,0,Masculino,0,1,1,63,1,1,Fiber optic,0,1,0,0,0,1,Anual,1,Factura electrónica,91.35,5764.7,3.045
3011,0,Femenino,0,0,0,36,1,1,DSL,0,1,0,1,0,1,Anual,1,Factura por correo,70.7,2511.95,2.356666666666667
3012,1,Femenino,1,0,0,46,1,0,Fiber optic,0,1,0,0,1,1,Anual,0,Tarjeta de crédito (automático),95.25,4424.2,3.175
3013,0,Masculino,0,1,0,57,1,1,Fiber optic,1,1,1,1,1,0,Mensual,1,Factura electrónica,103.05,5925.75,3.435
3014,0,Femenino,0,1,0,57,1,0,DSL,1,1,0,1,1,0,Bianual,1,Tarjeta de crédito (automático),70.35,4124.65,2.3449999999999998
3015,0,Masculino,0,0,0,26,1,1,DSL,0,0,0,0,0,0,Anual,1,Tarjeta de crédito (automático),51.55,1295.4,1.7183333333333333
3016,1,Femenino,0,1,1,10,1,0,DSL,0,0,1,1,0,0,Mensual,0,Tarjeta de crédito (automático),55.2,528.35,1.84
3017,0,Masculino,0,0,0,63,1,1,Fiber optic,0,1,0,1,1,1,Mensual,0,Factura electrónica,105.4,6713.2,3.5133333333333336
3018,1,Masculino,0,1,0,5,1,0,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,94.45,498.1,3.1483333333333334
3019,0,Masculino,0,1,1,72,1,1,No,0,0,0,0,0,0,Bianual,0,Débito automático,24.75,1769.6,0.825
3020,1,Femenino,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Factura por correo,45.1,45.1,1.5033333333333334
3021,0,Femenino,0,1,1,54,1,1,DSL,1,0,0,1,0,0,Bianual,0,Débito automático,60.0,3273.95,2.0
3022,0,Femenino,0,1,1,59,1,1,Fiber optic,0,1,0,1,0,1,Mensual,1,Débito automático,96.65,5580.8,3.2216666666666667
3023,0,Femenino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,0,Factura electrónica,25.25,25.25,0.8416666666666667
3024,0,Masculino,0,1,1,69,1,1,No,0,0,0,0,0,0,Bianual,0,Débito automático,24.45,1718.2,0.815
3025,1,Masculino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.35,33.2,0.6783333333333333
3026,0,Femenino,0,0,0,12,0,0,DSL,1,0,0,1,0,0,Anual,1,Factura por correo,33.6,435.45,1.12
3027,0,Masculino,1,1,0,67,1,1,Fiber optic,0,1,0,1,1,1,Bianual,0,Débito automático,102.9,6989.7,3.43
3028,1,Femenino,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Mensual,1,Factura electrónica,55.8,55.8,1.8599999999999999
3029,0,Femenino,0,0,1,28,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.25,535.35,0.675
3030,1,Masculino,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Factura por correo,44.95,85.15,1.4983333333333335
3031,1,Femenino,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Mensual,1,Factura electrónica,79.15,317.25,2.6383333333333336
3032,1,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.25,20.25,0.675
3033,0,Femenino,0,0,0,33,1,1,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),25.7,826.1,0.8566666666666667
3034,0,Femenino,0,1,0,61,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Factura electrónica,106.35,6751.35,3.545
3035,0,Femenino,0,0,1,21,1,0,DSL,1,0,1,0,0,1,Anual,0,Factura por correo,64.85,1336.8,2.1616666666666666
3036,0,Masculino,1,0,0,2,1,0,DSL,0,0,1,0,0,0,Mensual,0,Factura por correo,49.95,107.1,1.665
3037,0,Masculino,0,0,0,8,1,0,DSL,0,1,0,1,1,0,Mensual,1,Factura electrónica,66.65,520.95,2.2216666666666667
3038,0,Femenino,0,1,1,68,1,1,DSL,1,1,1,0,1,0,Anual,1,Tarjeta de crédito (automático),73.0,5163,2.433333333333333
3039,1,Masculino,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Mensual,1,Factura electrónica,90.05,368.1,3.0016666666666665
3040,1,Masculino,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,74.9,469.8,2.496666666666667
3041,0,Femenino,0,1,0,72,1,1,No,0,0,0,0,0,0,Bianual,0,Débito automático,25.65,1887,0.855
3042,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Factura electrónica,19.2,19.2,0.64
3043,0,Masculino,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Factura electrónica,79.95,174.45,2.665
3044,0,Femenino,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Mensual,0,Factura electrónica,24.5,46.4,0.8166666666666667
3045,1,Femenino,0,1,1,5,1,0,Fiber optic,0,1,0,1,1,1,Mensual,1,Factura por correo,99.15,465.05,3.305
3046,0,Masculino,0,1,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.0,38,0.6666666666666666
3047,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Factura por correo,45.85,45.85,1.5283333333333333
3048,0,Masculino,1,1,0,61,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Factura electrónica,82.15,4904.85,2.7383333333333337
3049,0,Femenino,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Mensual,0,Débito automático,102.05,3452.55,3.4016666666666664
3050,1,Masculino,1,1,0,30,1,0,Fiber optic,0,1,1,0,0,0,Mensual,1,Factura por correo,79.65,2365.15,2.6550000000000002
3051,1,Femenino,1,1,0,17,1,1,Fiber optic,1,0,1,0,0,0,Mensual,1,Débito automático,85.35,1463.45,2.8449999999999998
3052,1,Femenino,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensual,0,Factura electrónica,56.25,389.1,1.875
3053,,Masculino,0,0,1,2,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,19.25,48.35,0.6416666666666667
3054,0,Masculino,1,1,1,60,1,1,Fiber optic,1,1,0,0,0,1,Mensual,1,Factura electrónica,93.25,5774.55,3.1083333333333334
3055,1,Masculino,0,0,0,68,1,1,Fiber optic,0,1,1,1,1,1,Anual,0,Factura electrónica,108.45,7176.55,3.615
3056,0,Femenino,0,1,0,52,0,0,DSL,1,1,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),66.25,3330.1,2.2083333333333335
3057,1,Femenino,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,1,Factura por correo,20.5,20.5,0.6833333333333333
3058,0,Femenino,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Mensual,1,Factura por correo,51.0,286.8,1.7
3059,0,Femenino,0,0,0,6,0,0,DSL,0,0,0,0,1,1,Mensual,0,Tarjeta de crédito (automático),45.0,298.7,1.5
3060,,Masculino,0,0,1,33,1,0,No,0,0,0,0,0,0,Anual,1,Factura por correo,20.15,682.15,0.6716666666666666
3061,0,Femenino,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,89.35,89.35,2.978333333333333
3062,0,Femenino,0,0,0,66,1,1,Fiber optic,0,1,0,0,1,0,Anual,1,Débito automático,88.9,6000.1,2.9633333333333334
3063,1,Masculino,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Mensual,1,Factura electrónica,74.35,74.35,2.478333333333333
3064,0,Masculino,0,1,1,72,1,0,No,0,0,0,0,0,0,Bianual,0,Débito automático,19.95,1322.85,0.6649999999999999
3065,1,Femenino,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Débito automático,80.1,679.3,2.67
3066,0,Masculino,0,1,1,24,1,1,DSL,1,0,0,1,1,1,Mensual,0,Débito automático,81.0,1923.85,2.7
